date_week,year,month,dayofyear,x1,x2,x1_adstock,x2_adstock,x1_adstock_saturated,x2_adstock_saturated,trend,cs,cc,seasonality,event_1,event_2,intercept,epsilon,y
2018-08-13,2018,8,225,0.23647327260080925,0.0,0.42211864134897276,0.002371139625775339,0.9009825898675965,0.007113298898362895,0.9789538262163944,-0.9930241873159635,-0.7476332082626878,-0.8703286977893256,0.0,0.0,2.0,-0.249731089103783,4.5760684067228015
2018-08-20,2018,8,232,0.4031379321972751,0.0,0.41572049064491273,0.0009484558503101357,0.8966813849185872,0.002845359872146202,0.9879533936034945,-0.9925082771867967,-0.6625038072252247,-0.8275060422060108,0.0,0.0,2.0,-0.020622390134458497,4.835559835763079
2018-08-27,2018,8,239,0.1471777190660976,0.0,0.3300936149002398,0.0,0.8195113408377519,0.0,0.9968323701741715,-0.9347815809756548,-0.5677926458146328,-0.7512871133951438,0.0,0.0,2.0,-0.34164847566779055,4.362430803624493
2018-09-03,2018,9,246,0.3630410142948742,0.0,0.34061372206540147,0.0,0.8312438675520062,0.0,1.005594460234657,-0.8231716171970577,-0.4648695269564179,-0.6440205720767378,0.0,0.0,2.0,0.05537870183593958,4.910684192649878
2018-09-10,2018,9,253,0.14706649036726777,0.0,0.2683287729260924,0.0,0.7348318022232561,0.0,1.0142431923593094,-0.6641118775498908,-0.35522302271763906,-0.5096674501337649,0.0,0.0,2.0,0.44679984245025733,5.15587099134557
2018-09-17,2018,9,260,0.09467043111309686,0.0,0.21231588011327301,0.0,0.6310178147674069,0.0,1.022781930566389,-0.46677098354429514,-0.2404389451614255,-0.3536049643528603,0.0,0.0,2.0,0.16872207687219604,4.730952487387945
2018-09-24,2018,9,267,0.2592453045714739,0.0,0.21446125650036033,0.0,0.6355153503392559,0.0,1.0312138846085652,-0.24252418305646908,-0.12217741082416404,-0.18235079694031656,0.0,0.0,2.0,-0.1963563274849464,4.55905281120107
2018-10-01,2018,10,274,0.05748382488091669,0.0,0.16382207492875453,0.0,0.5178352368359991,0.0,1.0395421194616463,-0.004297651139222852,-0.0021488305307002555,-0.003223240834961554,0.0,0.0,2.0,-0.20695071813106372,4.382873871003619
2018-10-08,2018,10,281,0.020646532790630445,0.0,0.11690847767258444,0.0,0.3877759267483614,0.0,1.0477695640859443,0.2341766086868303,0.1179108281943183,0.17604371844057431,0.0,0.0,2.0,-0.043175554390123515,4.343965508381479
2018-10-15,2018,10,288,0.1656360489849638,0.0,0.1271680239560211,0.0,0.41785305211132545,0.0,1.055899019526688,0.45915231321321653,0.23626514834039863,0.3477087307768076,0.0,0.0,2.0,0.1324878382127002,4.789654744850172
2018-10-22,2018,10,295,0.2140071414995498,0.0,0.15444623825885057,0.0,0.49341313627119976,0.0,1.0639331664129132,0.6576612714422887,0.3512023771260506,0.5044318242841697,0.0,0.0,2.0,0.012447047335386378,5.061051446846069
2018-10-29,2018,10,302,0.3605176919784586,0.8006231655964305,0.21622136540154457,0.480688923650862,0.6391733109774204,0.8941130095870496,1.071874571908063,0.8182609052055424,0.4610601829960977,0.6396605441008201,0.0,0.0,2.0,-0.27244177803129277,7.144839290083951
2018-11-05,2018,11,309,0.12236855581330264,0.0,0.187612256613845,0.19227556946034483,0.5761249381188636,0.5203551912411799,1.079725696160092,0.9316938294480984,0.5642496978421838,0.7479717636451411,0.0,0.0,2.0,-0.1961064764705379,6.400676180173646
2018-11-12,2018,11,316,0.9586839529289922,0.0,0.4347904710730831,0.07691022778413795,0.9090050360073905,0.2267215912683491,1.0874888982940583,0.9914214722379543,0.6592784967250239,0.8253499844814891,0.0,0.0,2.0,-0.0757780207894691,7.017519152544947
2018-11-19,2018,11,323,0.32197234398749053,0.0,0.4020962234899726,0.030764091113655183,0.8869272489259389,0.09203111876100885,1.0951664419858997,0.9940009752399459,0.7447721827437818,0.8693865789918638,0.0,0.0,2.0,0.29551254297455565,7.104909548252154
2018-11-26,2018,11,330,0.2532340551371886,0.8535269034985401,0.3610300558412009,0.5247576190759228,0.8520549810353591,0.9177027612806632,1.1027605006523236,0.9392836491203558,0.8194942648716692,0.8793889569960125,0.0,0.0,2.0,0.012741731162479238,8.38646165447822
2018-12-03,2018,12,337,0.06401197960764987,0.0,0.2727204921845582,0.2099030476303691,0.7418232915396266,0.5578519053259702,1.1102731622883493,0.8304235443909626,0.882364041265584,0.8563937928282732,0.0,0.0,2.0,-0.11429304562093079,7.193547594766511
2018-12-10,2018,12,344,0.02365531995577752,0.0,0.19539525604544866,0.08396121905214765,0.5940382112896451,0.24668850950139026,1.117706433981065,0.6736956436465573,0.9324722294043558,0.8030839365254565,0.0,0.0,2.0,-0.2107166481155406,5.985565375262697
2018-12-17,2018,12,351,0.18316456944023224,0.9885971199634361,0.19116001542246444,0.6271317467306506,0.584361247789346,0.9546160473133806,1.125062246125459,0.47813415507327506,0.9690941169976678,0.7236141360354714,0.0,0.0,2.0,-0.42364660312464064,7.0873456170310885
2018-12-24,2018,12,358,0.9253022445653839,0.8704751059413773,0.4217678256032153,0.773165247170174,0.9007512143936474,0.9808502441778044,1.1323424563658064,0.25501175694071004,0.9917000434646999,0.6233559002027049,0.0,0.0,2.0,-0.22318721755767998,8.196465270547382
2018-12-31,2018,12,365,0.9966581290617557,0.0,0.6102802122191916,0.30926609886806966,0.9724753200455936,0.7295657381042943,1.1395488532839515,0.0171898107942232,0.9999630603893711,0.5085764355917971,0.0,0.0,2.0,-0.3509531143529322,7.673729610868185
2019-01-07,2019,1,7,0.401689634181351,0.0,0.5374808667114742,0.12370643954722786,0.9545972190244919,0.3549703809653635,1.1466831598538896,-0.23835259704484588,0.9927685242947802,0.37720796362496717,0.0,0.0,2.0,-0.08204470360182149,7.015578838881237
2019-01-14,2019,1,14,0.17374546055942064,0.0,0.4256399285884563,0.04948257581889114,0.9032768441642264,0.14736682026730324,1.1537470366803495,-0.46296592384373736,0.9711786856608712,0.2541063809085669,0.0,0.0,2.0,0.4755565016381268,6.887974092254328
2019-01-21,2019,1,21,0.9553726446981964,0.0,0.5974456585131688,0.019457189796219757,0.9699268697753429,0.05830536430029069,1.1607420850375023,-0.6608926778038178,0.9355427368853945,0.13732502954078835,0.0,0.0,2.0,-0.0953069327723967,6.229151519732503
2019-01-28,2019,1,28,0.3558894186650065,0.0,0.5303354326009976,0.007782875918487904,0.9523240194545125,0.023344385780157014,1.1676698497225453,-0.8207238405410735,0.8863760789639547,0.032826119211440574,0.0,0.0,2.0,0.6159089664824816,6.720065765340319
2019-02-04,2019,2,35,0.0009291813348931144,0.0,0.3710964784606666,0.0031131503673951615,0.8614236383069843,0.009339179566038726,1.1745318217376375,-0.9332463236906265,0.8243898068810832,-0.05442825840477167,0.0,0.0,2.0,-0.2619775417208624,5.461075295665033
2019-02-11,2019,2,42,0.4378156672047245,0.0,0.39578568911790324,0.0008562730152278715,0.882121431197095,0.0025688133952973522,1.1813294408125303,-0.9919740355383321,0.750480425078029,-0.12074680523015152,0.0,0.0,2.0,-0.027409920417513327,5.684674635546745
2019-02-18,2019,2,49,0.9739763155567257,0.9748662021434801,0.5701361621577767,0.5853033056604856,0.9637065983219493,0.9420444294038597,1.1880640977792076,-0.9935217563970288,0.6657168813525852,-0.16390243752222178,0.0,0.0,2.0,0.4397145601284575,8.23908487415901
2019-02-25,2019,2,56,0.9779039452046228,0.0,0.6921223131394961,0.23412132226419424,0.9843853696804115,0.6058661369240258,1.1947371368089121,-0.9378002715679613,0.5713251067190296,-0.18323758242446586,0.0,0.0,2.0,0.15181314012229916,7.328201077396032
2019-03-04,2019,3,63,0.24814170375181738,0.0,0.5561101601625265,0.09364852890567771,0.9600372552567391,0.27378001660244516,1.201349857521104,-0.8280215139105327,0.4686702848274324,-0.17967561454155015,0.0,0.0,2.0,0.1433726969105373,6.592718738865199
2019-03-11,2019,3,70,0.40562040929233517,0.0,0.5152186923648648,0.03745941156227109,0.9471431312964926,0.11190754231838229,1.2079035169731132,-0.670513419589151,0.3592371073788595,-0.15563815610514575,0.0,0.0,2.0,-0.2495077275329247,5.868002111861285
2019-03-18,2019,3,77,0.24904096314400193,0.9025728697123773,0.42240250528390555,0.5568826252896599,0.90116943390312,0.9316372895519134,1.2143993315385662,-0.47435516919860254,0.24460830110143886,-0.11487343404858184,0.0,0.0,2.0,-0.030197093595048997,7.636111684708122
2019-03-25,2019,3,84,0.053052484376441444,0.0,0.30603972013450703,0.222753050115864,0.7898899623192756,0.5838335883420326,1.22083847868202,-0.2508538399283274,0.12644173685059817,-0.062206051538864604,0.0,0.0,2.0,0.2373347180682623,6.9333042088533094
2019-04-01,2019,4,91,0.06632172065883479,0.0,0.23532442910492685,0.0891012200463456,0.6770437551807749,0.2611141073875655,1.2272220986366729,-0.012892635910548619,0.006446451903435681,-0.003223092003556469,0.0,0.0,2.0,0.27780857076782073,6.055167057718393
2019-04-08,2019,4,98,0.09193146911854178,0.0,0.1859587424345115,0.035640488018538245,0.5722456676774067,0.10651586952130236,1.2335512959914832,0.22581173353170586,-0.11364206776437592,0.05608483288366497,0.0,0.0,2.0,0.5315299115372971,5.7509347824872705
2019-04-15,2019,4,105,0.28465256468271194,0.0,0.20291615682252864,0.01387261083301764,0.6108063378714892,0.041593821162285424,1.2398271411935484,0.45149972106679903,-0.2320869877279297,0.10970636666943466,0.0,0.0,2.0,-0.1931788437910569,5.071961320010964
2019-04-22,2019,4,112,0.3738453265433722,0.9943743116526119,0.24310899366674696,0.6025648916304588,0.6915296936462542,0.9475970820269959,1.2460506719711701,0.6511620778321013,-0.3471752448649789,0.1519934164835612,0.0,0.0,2.0,-0.07883094754124967,7.288996385906235
2019-04-29,2019,4,119,0.3110337207908654,0.0,0.26464063007878674,0.24102595665218354,0.7288370748995047,0.6188121869068756,1.2522228946826064,0.8132897407355654,-0.4572423233046385,0.17802370871546344,0.0,0.0,2.0,-0.3199455024538853,6.534436699456449
2019-05-06,2019,5,126,0.010820059629968126,0.0,0.18124893240622625,0.09641038266087343,0.5610548265073159,0.2814270079157365,1.2583447855951686,0.9285372451059729,-0.5606963282395467,0.18392045843321309,0.0,0.0,2.0,-0.4106323323107795,5.277651407071023
2019-05-13,2019,5,133,0.3258546929320144,0.0,0.22604037541890454,0.03820901422702412,0.6590551017434376,0.11412762537456168,1.26441729209896,0.9902614218428044,-0.6560410094231143,0.16711020620984507,1.0,0.0,2.0,0.4900145554527607,7.626962609741002
2019-05-20,2019,5,140,0.4301608270402385,0.0,0.29419734698555733,0.015283605690809648,0.7737842662797456,0.04581871338385244,1.2704413338592673,0.9949043271459481,-0.7418974013641395,0.1265034628909043,0.0,0.0,2.0,-0.19381527744001575,5.616119744917098
2019-05-27,2019,5,147,0.44218999936824227,0.0,0.3454932206541397,0.006113442276323859,0.8364472456627486,0.018338270741777532,1.276417803911308,0.9421983317490261,-0.8170237672377042,0.06258728225566096,0.0,0.0,2.0,-0.06736785700200218,5.8176555076367675
2019-06-03,2019,6,154,0.2689190501602237,0.0,0.3257691130712265,0.002445376910529544,0.8144787006629554,0.007335999127136361,1.2823475697007982,0.8351815477738211,-0.8803335580645356,-0.022576005145357236,0.0,0.0,2.0,0.2647116535214506,5.98259131832003
2019-06-10,2019,6,161,0.3844068918872162,0.0,0.3451911761610459,0.0009781507642118176,0.8361294416906804,0.0029344438697982062,1.288231474073544,0.680022703961358,-0.9309111274161002,-0.12544421172737108,0.0,0.0,2.0,-0.02153760464163237,5.655506870516178
2019-06-17,2019,6,168,0.30378077187773417,0.0,0.33148220345613544,0.0,0.8211010460601064,0.0,1.2940703362170543,0.48566556393166493,-0.9680249743644082,-0.2411797052163716,0.0,0.0,2.0,-0.20991751759309052,5.30627625158791
2019-06-24,2019,6,175,0.22209246314207942,0.0,0.2970329974919552,0.0,0.77773618242405,0.0,1.2998649525569603,0.2633133841384432,-0.9911383231443917,-0.36391246950297423,0.0,0.0,2.0,0.1146253369251816,5.383786367251317
2019-07-01,2019,7,182,0.9840870166551501,0.0,0.5210109695023477,0.0,0.9491900391932092,0.0,1.3056160976108453,0.02578312871731291,-0.9999168865157134,-0.48706687889920025,0.0,0.0,2.0,0.16478579349930267,5.830905129790575
2019-07-08,2019,7,189,0.17816175340950158,0.0,0.41544568753921735,0.0,0.8964927434284141,0.0,1.3113245248018996,-0.21323333401863315,-0.9942337005428803,-0.6037335172807567,0.0,0.0,2.0,0.173767746923847,5.5708369847302315
2019-07-15,2019,7,196,0.1528626150244391,0.0,0.3315816832756243,0.0,0.8212144480610074,0.0,1.3169909672346818,-0.4399584668599154,-0.974170960868474,-0.7070647138641947,0.0,0.0,2.0,0.0768794557496051,5.150449053303115
2019-07-22,2019,7,203,0.4328122093827745,0.0,0.36177873633059576,0.0,0.8527713705467282,0.0,1.3226161384350865,-0.6413232371621369,-0.9400188339215656,-0.7906710355418513,0.0,0.0,2.0,0.1142236627255211,5.2044828772589415
2019-07-29,2019,7,210,0.38073589248479517,0.9579822914547782,0.3695179884982956,0.5751663158696351,0.8599917418905773,0.9385217721596494,1.328200733056509,-0.8057204502418832,-0.8922712602547516,-0.8489958552483174,0.0,0.0,2.0,0.18880449068666882,7.12502813848589
2019-08-05,2019,8,217,0.13381088108278694,0.0,0.2942068227415504,0.23006652634785407,0.7737975737153711,0.5981101982731394,1.3337454275540566,-0.9236738185898572,-0.8316188107059419,-0.8776463146478996,0.0,0.0,2.0,-0.3677504826666223,5.605961747931927
2019-08-12,2019,8,224,0.2187159313729874,0.0,0.26999841294636173,0.09202661053914164,0.7375085277448427,0.2692730081700465,1.339250880828533,-0.988384199993029,-0.7589386987058838,-0.8736614493494563,0.0,0.0,2.0,0.14070683036970313,5.357367861423401
2019-08-19,2019,8,231,0.32403468096257715,0.8860470611559919,0.28808017579898504,0.5687875172727783,0.7650499292034247,0.9361997359983617,1.3447177348418333,-0.9961215179645454,-0.6752820931829406,-0.8357018055737431,0.0,0.0,2.0,0.32855992638063863,7.0051251152557255
2019-08-26,2019,8,238,0.36667669210506704,0.8419330528028328,0.3003281810218542,0.7330061172448805,0.7822525211592233,0.975696039110175,1.3501466152052606,-0.9464397731576094,-0.5818589155579529,-0.7641493443577811,0.0,0.0,2.0,-0.012006732052769148,6.872140180492731
2019-09-02,2019,9,245,0.15029875982385255,0.0,0.2548080023811723,0.2932024468979523,0.7122954461670656,0.7062225546107308,1.3555381317422004,-0.8422027519402152,-0.48002034070951943,-0.6611115463248673,0.0,0.0,2.0,0.07381879897776805,6.3175768321177594
2019-09-09,2019,9,252,0.931123776974778,0.9125365873080449,0.47198568032189614,0.6651619904438253,0.9291247069311436,0.9637072685193898,1.3608928790264874,-0.6894189502209236,-0.3712392549973808,-0.5303291026091522,0.0,0.0,2.0,0.06314005908565844,7.608492493335204
2019-09-16,2019,9,259,0.299199061864295,0.0,0.4176975753602348,0.2660647961775302,0.8980290220989543,0.6630261231862147,1.366211436897733,-0.49689522795029417,-0.25708895397856807,-0.3769920909644311,0.0,0.0,2.0,0.13150620228679896,7.140864860889392
2019-09-23,2019,9,266,0.15934818955851904,0.0,0.3361297680897173,0.10604897747424374,0.8263302467123977,0.3078304077569896,1.3714943709547875,-0.275729158562928,-0.13922038791020258,-0.2074747732365653,0.0,0.0,2.0,-0.0017335405247971784,6.256937612844597
2019-09-30,2019,9,273,0.44928283576692973,0.9912325422606503,0.37586534998154625,0.6375491404476202,0.8656676682616616,0.957307208372887,1.3767422330284549,-0.038669335672748856,-0.019338284136148416,-0.029003809904448636,0.0,0.0,2.0,0.08019600573752887,7.939551850392293
2019-10-07,2019,10,280,0.009183071790924091,0.0,0.2620152395991672,0.25501965617904815,0.7245004450280674,0.6440471383196689,1.3819555616345052,0.200619489374846,0.10082350830172639,0.1507214988382862,0.0,0.0,2.0,-0.08339245960310057,6.910880212593231
2019-10-14,2019,10,287,0.24061729469180781,0.0,0.25406494845054717,0.10165922610809254,0.7110118804892218,0.2958612365227811,1.3871348824079721,0.4283440796907884,0.219527095238005,0.3239355874643967,0.0,0.0,2.0,-0.21114390209767409,6.224684682287923
2019-10-21,2019,10,294,0.03965521820749046,0.9558179864231228,0.1837404066090098,0.614199293042339,0.5670007911126131,0.9510438949745105,1.3922807085196625,0.631377791274583,0.3350556724625806,0.48321673186858183,0.0,0.0,2.0,-0.1458249691074036,7.332762634567701
2019-10-28,2019,10,301,0.06828151137457239,0.9170446117167993,0.14759752622538047,0.7962673173366295,0.4750649200060323,0.9833081991287969,1.3973935410757492,0.7980172272802387,0.4457383557765377,0.6218777915283882,0.0,0.0,2.0,-0.42614665503621335,6.984935835843615
2019-11-04,2019,11,308,0.2051752192727676,0.0,0.15154794943473457,0.3181478676348342,0.48570041191641017,0.7417881591963044,1.4024738695012764,0.9186568525749279,0.5499743469091303,0.7343155997420291,0.0,0.0,2.0,0.31741961460362733,7.3948866379887725
2019-11-11,2019,11,315,0.4046401222557777,0.8090435195802299,0.2294106958216317,0.6130035962843192,0.6656757570301313,0.9507001008458285,1.407522171908354,0.9863426820339029,0.6462560857853872,0.8162993839096451,0.0,0.0,2.0,0.06992263432351654,8.192171662923565
2019-11-18,2019,11,322,0.43911951912249264,0.0,0.29745781291719015,0.24520143851372767,0.77832299871806,0.6264820449931257,1.4125389154497712,0.997173126522881,0.7331910542942291,0.8651820904085551,0.0,0.0,2.0,0.12059245042496469,7.986246542423723
2019-11-25,2019,11,329,0.20838424011424383,0.0,0.2663146782042985,0.09769055130395833,0.7315721216790063,0.284959505947987,1.4175245566587278,0.9505238907517635,0.8095219162102453,0.8800229034810043,0.0,0.0,2.0,0.0900069945275407,7.152189831600267
2019-12-02,2019,12,336,0.0354358814681045,0.0,0.1975328407557376,0.039076220521583334,0.5988581479122189,0.11669458990764875,1.4224795417753344,0.8490839592962297,0.8741447019864262,0.861614330641328,0.0,0.0,2.0,-0.3233989333917531,5.990658562576863
2019-12-09,2019,12,343,0.9664746973777946,0.8696014864075076,0.441536609535609,0.5377335455127725,0.9130196713495183,0.9236316098662715,1.4274043070604985,0.6987005964583176,0.9261247754120846,0.8124126859352011,0.0,0.0,2.0,-0.045955949955028816,8.780183276821768
2019-12-16,2019,12,350,0.32402918214875254,0.0,0.4115033207257369,0.214717328805811,0.8937503806529249,0.5677199612812481,1.4322992790977875,0.5080422945814843,0.9647103512109532,0.7363763228962188,0.0,0.0,2.0,0.2314460732021371,8.216812739717414
2019-12-23,2019,12,357,0.40066932530908983,0.9208528041747358,0.41435322998768276,0.6384001124513786,0.8957395895441114,0.957520016910303,1.4371648750838153,0.28809909936523936,0.98934336807511,0.6387212337201746,0.0,0.0,2.0,0.4845919006306688,9.1627368118876
2019-12-30,2019,12,364,0.16442488949390638,0.0,0.33862686225104655,0.2553600449805515,0.82908238522244,0.6446443352810513,1.4420015031076807,0.05154911474174184,0.999667559878556,0.525608337310149,0.0,0.0,2.0,-0.044944699674904436,7.699200966972348
2020-01-06,2020,1,6,0.255204428776545,0.0,0.3108576313883664,0.10182568050997297,0.7961476355464538,0.29631682118690306,1.4468095624199506,-0.20482791329167765,0.9946853775386856,0.394928732123504,0.0,0.0,2.0,0.37759170600470593,7.200406549561328
2020-01-13,2020,1,13,0.3868456103914863,0.0,0.3326946743864092,0.04073027220398919,0.8224787882989442,0.12158629945040092,1.4515894436916614,-0.4322235490374716,0.9751324245068005,0.27145443773466443,0.0,0.0,2.0,0.4188487653953515,6.852501610619312
2020-01-20,2020,1,20,0.43404600022196227,0.0,0.3672415027939915,0.016292108881595675,0.8579025685148559,0.04883744365688254,1.4563415292637787,-0.6347046832400998,0.9414761786005293,0.1533857476802148,0.0,0.0,2.0,-0.2500869525678124,6.031022917234514
2020-01-27,2020,1,27,0.28857764935978686,0.9939062168591486,0.34828810100047897,0.6032516497907434,0.8393614152441213,0.9478069431559912,1.4610661933875404,-0.8005997710663679,0.8942034084690725,0.046801818701352305,0.0,0.0,2.0,-0.09517675230779618,7.826389391825443
2020-02-03,2020,2,34,0.31968209925420127,0.0,0.3278361161207835,0.2409584944566626,0.8168997061514193,0.6186872842759011,1.465763802456086,-0.9203461835691594,0.8339978178898779,-0.04317418283964075,0.0,0.0,2.0,0.13095311648522368,7.241616423107729
2020-02-10,2020,2,41,0.20368676287013449,0.0,0.2883827401854411,0.09638339778266504,0.7654887291396091,0.28135246328397046,1.470434715227745,-0.9870414227570223,0.7617301573941295,-0.1126556326814464,0.0,0.0,2.0,0.1056106650450535,6.322560861578119
2020-02-17,2020,2,48,0.35954761227172993,0.0,0.3089775204556717,0.038191027599238744,0.7937255792447913,0.1140743679969609,1.4750792830413513,-0.9968409997228433,0.6784456306441233,-0.15919768453936,0.0,0.0,2.0,0.3532588818912887,6.278465954121575
2020-02-24,2020,2,55,0.021112228587557347,0.0,0.2199878043031422,0.015276411039695497,0.6469046292204494,0.0457971747215822,1.479697850023924,-0.9491800410903773,0.585348777703486,-0.18191563169344566,0.0,0.0,2.0,0.1063373085020961,5.436427763937087
2020-03-02,2020,3,62,0.2839620832165605,0.0,0.23970785941554537,0.006110564415878199,0.6852671031772695,0.018329640062480165,1.4842907532910345,-0.8468058498005255,0.4837860538327631,-0.18150989798388123,0.0,0.0,2.0,0.07586987757541519,5.471111322539337
2020-03-09,2020,3,69,0.42927166717548715,0.0,0.29735562091291423,0.0024442257663512797,0.7781819603924159,0.007332545880367055,1.488858323140183,-0.6956195433480458,0.37522635577240865,-0.16019659378781856,0.0,0.0,2.0,0.13747454997503508,5.815347252265382
2020-03-16,2020,3,76,0.1555749455596115,0.9366567569445565,0.2497108113423584,0.5633402944295123,0.7033945880515418,0.934149870235193,1.4934008832374595,-0.5043358978570156,0.26123977716060154,-0.12154806034820703,0.0,0.0,2.0,-0.4446567088303312,6.905679618683932
2020-03-23,2020,3,83,0.10706821292761248,0.9093651996397816,0.20358690143855177,0.7709219728747054,0.6122759787687261,0.980593270773626,1.4979187507977834,-0.2839810054766974,0.14347490034524638,-0.07025305256572552,0.0,0.0,2.0,0.36186757484539045,7.587547750930878
2020-03-30,2020,3,90,0.44695803411541224,0.0,0.2789340577231897,0.30836878914988225,0.7514463304948057,0.7283041571394827,1.5024122367589832,-0.047256701446008104,0.023634953017580465,-0.01181087421421382,0.0,0.0,2.0,0.09107639201472376,7.292625060322876
2020-04-06,2020,4,97,0.35301215933730273,0.0,0.3038979648149363,0.1233475156599529,0.7870541204807529,0.3540289273286954,1.5068816459499659,0.1921916030786927,-0.09654682548716673,0.04782238879576299,0.0,0.0,2.0,-0.02696511714271341,6.596959133702666
2020-04-13,2020,4,104,0.4055015097188186,0.8068830557076094,0.3352223917323548,0.5337863270847197,0.8253202993383676,0.9218728618537123,1.5113272772532214,0.42056147839204977,-0.21533225194606107,0.10261461322299435,0.0,0.0,2.0,-0.24041902500486156,7.693229487193882
